1021508,Birdsboro Farmers Market,124
1011037,BisMarket,125
1012163,Blairstown Farmers' Market,126
1011829,Bloomfield Saturday Market,127
1018396,Bloomington Community Farmers' Market,128
1018563,Bloomington Winter Farmers' Market,129
1019932,Blue Ash Farmers Market,130
1020098,"Bluegrass Farmers Market, Inc",131
1019372,Bluffton Farmers Market,132
1019440,Bluffton Farmers' & Artisans' Market,133
1018092,BMI Farmers' Market,134
1018313,Boise Farmers Market,135
1018316,BOISE FARMERS MARKET,136
1020101,Boone County Farmers Market,137
1006833,Boone Farmers Market Association,138
1019318,Boonville Farmers Market Inc,139
1019693,Botetourt Farmer's Market ,140
1018394,Bottineau Farmers Market,141
1001526,Boulder Farmers and Artisan's Market,142
1019165,Bowie Farmers' Market,143
1020096,Boyd County Farmers Market - King's Daughters Medical Center,144
1020099,Boyd County Farmers Market - KYOVA Mall ,145
1019205,Boyne City Farmers Market,146
1021248,Braeswood Farmers Market,147
1018227,Braintree Farmers Market,148
1002407,Brattleboro Area Farmers' Market,149
1011075,Brattleboro WInter Farmers' Market,150
1020113,Breathitt County Farmers' Market,151
1018556,Bremerton Community Farmers Market,152
1019146,Bridgewater Farmer's Market,153
1018756,Brigham City Farmers Market,154
1005483,Brimfield at Hitchcock Free Academy,155
1019905,Broad St. Farmers Market,156
1019257,Broadway Farmers Market,157
1019984,Brockton Farmers Market,158
1019794,Bronzeville Growers Market,159
1019527,BROOKINGS HARBOR FARMERS MARKET,160
1021210,Brookline Farmers' Market,161
1021736,Brookside Farmers' Market,162
1018891,Brooksville Farmers' Market,163
1021515,Brookville Farmer's Market,164
1021262,Broome County Regional Farmers Market,165
1019906,Brown University Farmers Market,166
1019727,Brownsburg Farmers Market,167
1017968,Bruce Community Farmers Market,168
1008607,Brunswick-Topsham Land Trust Farmers' Market at Crystal Spring Farm,169
1021311,Bryn Mawr Farmers' Market,170
1019218,Buckroe Beach Farmers Market,171
1008953,Bucksport Bay Farmers' Market,172
1000843,Burbank Certified Farmers' Market,173
1019492,Burke ,174
1021524,Burke Area Farmers Market,175
1019965,Burlington Farmers Market,176
1021728,Burrillville Farmers Market,177
1002567,"Butler County Farmers Market, Greenville, AL",178
1001362,Butte Farmers Market,179
1021238,Buy Local Farmers Market - Fall Creek,180
1021614,C & C Garden,181
1020089,Cadiz/Trigg County Farmers Market,182
1004927,Cagan Crossings Farmers' Market,183
1019922,CalaverasGROWN Certified Farmers' Market San Andreas,184
1019978,CalaverasGROWN Murphys Certified Farmers' Market ,185
1018263,Caledonia Farmers Market Association - Winter,186
1019980,Caledonia Outdoor Market,187
1020188,California Avenue Farmers' Market,188
1018459,California Farmers Market,189
1019997,Camarillo Hospice Certified Farmers Market,190
1020160,Cambria Farmers Market,191
1020183,Cambrian Park Farmers' Market,192
1002674,Camellia City Farmers Market,193
1021575,Cameron Park Burke Junction Certified Farmers Market,194
1020117,Campbell County Farmers Market Association,195
1020118,Campbell County Farmers Market Association,196
1020119,Campbell County Farmers Market Association,197
1020184,Campbell Farmers' Market,198
1009034,Canal District Farmers Market ,199
1019810,Canal Market District,200
1021202,Canal Village Farmers' Market,201
1012038,Canoga Park Certified Farmers Market,202
1019772,Canton Farmers Market,203
1021435,Canton Farmers' Market,204
1021294,Cape Coral Farmers Market,205
1021655,Cape Riverfront Market,206
1011930,Capital City Farmers Market,207
1018359,Capital Harvest on the Plaza,208
1008450,Carmel Farmers Markets at the Barnyard Shopping Village,209
1006651,Carnation Farmers Market,210
1019417,Carolina fresh market and more,211
1021269,Carrboro Farmers' Market,212
1008322,Carrollton Farmers Market,213
1021213,Carson Farmers Market @3rd & Curry St. ,214
1020071,Carter County Farmers’ Market - Grayson,215
1020074,Carter County Farmers’ Market - Olive Hill,216
1012093,Carver Farmers Market,217
1021740,Casey Farm Market,218
1008276,Catawba County Public Health Farmers Market,219
1019159,Catawba Valley Farmers Market,220
1021242,CAVE SPRING FARMERS MARKET,221
1012484,Cedar Mill Farmers Market,222
1019842,Cedar Point Farmers Market,223
1021362,Celina Farmers Market,224
1018734,Celina's Friday Night Market,225
1021226,Central Avenue Farmers' Market,226
1019907,Central Falls Farmers Market,227
1019618,Central Kitsap Farmers Market,228
1020142,Certified Farmers' Market Palm Springs - Indoor,229
1020141,Certified Farmers' Market Palm Springs - Outdoor,230
1020058,CFFMA - Ft Washington Farmers Market - Sunday,231
1020057,CFFMA - River Park Farmers Market - Saturday,232
1020056,CFFMA - River Park Farmers Market - Tuesday,233
1019225,Challis Community Farmers Market,234
1021267,Champlain Islands Farmers' Market - Wednesday,235
1021564,Champlain Islands Farmers' Market-Saturday,236
1018886,Charles Town Farmers Market,237
1017995,Charleston Farmers Market,238
1021741,Charlestown Land Trust Farmers' Market,239
1011689,Charlotte Regional Farmers Market,240
1005834,Chatham Farmer's Market,241
1019881,Chatter Box Farmers Market in Tekamah,242
1004754,Chelsea Farmers' Market,243
1008606,Chesterfield County Farmers Market,244
1021310,Chestnut Hill Farmers' Market,245
1020128,Chico Certified Farmers Market - Chico Saturday,246
1020129,Chico Certified Farmers Market - Chico Wednesday,247
1020127,Chico Certified Farmers Market - Paradise Tuesday,248
1001763,Chilhowie Farmer's Market,249
1019104,China Grove Farmers Market,250
1008409,Chippewa Falls Farmers Market,251
1021237,Church St Farmers Market,252
1004360,Church Street Farmers' Market,253
1021653,Circle Square Commons Farmers Market,254
1019141,City Center Farmers Market,255
1005250,City Hall Parking Lot Deck (People's Open Market),256
1021199,City Heights Certified Farmers Market,257
1019717,City Market,258
1004255,City of Loveland Farmers Market,259
1017956,City of North Adams Farmers' Market,260
1017930,City of Pittsburgh Carrick Farmers Market,261
1000303,City of Plymouth Farmers Market,262
1021433,City of Seven Hills Farmers Market,263
1021420,City of St. Clair Shores Farmers Market,264
1006460,City of White Bear Lake Farmer's Market,265
1005940,CitySeed Edgewood Park Farmers Market,266
1005941,CitySeed Fair Haven Farmers Market,267
1019206,CitySeed Winter Market,268
1005943,CitySeed Wooster Square Farmers Market,269
1002106,Claremont Farmers & Artisans Market,270
1019061,Claremont Farmers' Market,271
1000579,Clarence Hollow Farmers' Market,272
1019840,Clarkston Farmers Market,273
1021441,Clay Center Farmers Market,274
1019110,Cleburne Farmers Market,275
1019741,Clemmons Farmers Market,276
1019704,Cleveland Park Farmers Market,277
1018381,Clifton Park Farmers' Market,278
1019823,Clinton Farmers Market,279
1019763,Clintonville Farmers' Market,280
1000549,Clio Market,281
1002808,CMS Farmers Market,282
1019474,Co-Operative Farmers Market,283
1018969,Coastal Growers Farmers Market,284
1019821,Coastal Growers Market,285
1020135,Coastside Farmers' Market - Half Moon Bay ,286
1020137,"Coastside Farmers' Market - Rockaway Beach, Pacifica",287
1021232,College Place Farmers & Artisan Market,288
1001290,Collinsville Farmers Market,289
1000210,Colorado Farm and Art Market,290
1009656,Colorado Farm and Art Market,291
1018196,Columbia Farmers Fresh Market ,292
1019790,Columbia Farmers Market,293
1010758,Columbia Farmory and Mountain People Organics,294
1019483,Columbus Farmers Market,295
1019199,Columbus KS Farmers Market,296
1020124,Colusa Certified Farmers Market,297
1011003,Colwell's Farmers Market,298
1021541,Come Thru Market,299
1019592,Como Farmer's Market,300
1019042,Connecticut's Old State House Farmers Market,301
1012030,Conway Farmers Market,302
1021396,Conway Farmers' Market,303
1006766,Coos Bay Farmers Market,304
1018190,Coralville Farmers' Market,305
1021639,Cornelius Farmers Market,306
1012666,Corpus Christi Downtown Farmers' Market,307
1008959,Cortez Farmers Market,308
1021691,Corvallis Farmers' Market ,309
1018629,Cotati Community Farmers Market ,310
1010975,Cottage House Youth Market,311
1004382,Cottin's Hardware Farmers Market,312
1018221,Cotton Mill Farmers Market,313
1000368,Country Lane Farmers Market,314
1019530,Countryside Farmers' Market at Highland Square,315
1019529,Countryside Farmers' Market at Howe Meadow,316
1019531,Countryside Public Market,317
1019258,Countryside Winter Farmers' Market,318
1019325,Coventry Farmers' Market (formerly Coventry Regional Farmers' Market),319
1019296,Covington Farmers Market,320
1012552,Cowtown Farmers Market,321
1009993,Cozad Grand Generation Center,322
1019130,Craft Market,323
1021330,Crawfordsville Farmers Market,324
1021331,Crawfordsville Winter Market,325
1021227,Crenshaw Farmers' Market,326
1019260,Crescent City Farmers Market,327
1019261,Crescent City Farmers Market,328
1019262,Crescent City Farmers Market,329
1002470,Croghan Colonial Bank Farmers Market,330
1021391,Cross County Farmer's Market,331
1012365,Crossroads Farmers Market,332
1001869,Crystal Lake Farmers Market,333
1021346,Culver City Farmers Market,334
1019701,Culver Farmers' Market,335
1019702,Culver Farmers' Market,336
1020109,Cumberland County Farmers' Market,337
1021387,Cumberland Farmers Market,338
1019539,Cuyahoga Falls Farmers' Market (Farmers' Market in the Falls),339
1021408,Dallas County Farmer's Market,340
1004516,Danbury Farmers' Market,341
1019163,Dardanelle Farmers Market,342
1012505,Darlington Farmers Market,343
1018157,Davenport Farmers' Market,344
1019880,David City Farmers Market,345
1012254,Dawson Farmers Market,346
1019100,Daybreak Farmers Market,347
1021457,De Soto Farmers' Market,348
1018945,Dearborn Farmers & Artisans Market,349
1019970,Decatur Farmers Market ,350
1021570,Decorah Farmers Market,351
1012296,DeForest Farmers' Market,352
1011103,DeKalb Farmers' Market,353
1002536,Del Monte Farmers Markets at Del Monte Shopping Center,209
1020061,Delano Neighborhood Market,354
1018416,Delcambre Seafood & Farmers Market,355
1019308,Delmar Farmers Market,356
1020191,Delray GreenMarket,357
1021591,Delridge Farmers Market,358
1021649,Denton Community Market,359
1007255,Des Moines Waterfront Farmers Market,360
1003628,Dexter Farmers Market,361
1021318,Dickinson Square Farmers' Market,362
1021261,Dillsboro Farmers Market,363
1018958,Dillsburg Farmers' Market,364
1019458,Dimondale Farmers' Market,365
1018816,Dodge County Farmer's Market,366
1019742,Dodgeville Farmers Market,367
1019439,Dolores County Farmers Market,368
1019964,Donnelly Farmers Market,369
1018706,Dorchester/Dorchester House Farmers Market,370
1020111,Dorey Park Farmers Market ,371
1003046,Dousman Farmers Market,372
1009829,Dover Farmers' Market,373
1009894,Down to Earth Chelsea Farmers Market ,374
1021296,Down to Earth Cunningham Park Farmers Market,375
1010954,Down to Earth Larchmont Farmers Market,376
1016793,Down to Earth Mamaroneck Winter Farmers Market,377
1010969,Down to Earth McGolrick Park Farmers Market,378
1010972,Down to Earth Morningside Park Farmers Market,379
1010958,Down to Earth New Rochelle Farmers Market,380
1016792,Down to Earth Ossining Farmers Market,381
1009895,Down to Earth Park Slope Farmers Market,382
1010982,Down to Earth Queens Botanical Garden Farmers Market,383
1010960,Down to Earth Rye Farmers Market,384
1016867,Downingtown Farmers Market,385
1019667,Downtown Alachua Farmer's Market,386
1009043,Downtown Allen Park Farmers Market,387
1003643,Downtown Beloit Farmer's Market,388
1020064,Downtown Berkeley,389
1020000,Downtown Bloomington Farmers Market,390
1020001,Downtown Bloomington Farmers Market- Indoor,391
1019370,Downtown Canton Farmers Market,392
1019944,Downtown Chico Thursday Night Market,393
1021401,Downtown Conway Farmers' & Crafts Market,394
1000841,Downtown Denison Farmers Market,395
1019401,Downtown Elgin Farmers Market,396
1021631,Downtown Evanston Farmers’ Market,397
1008853,DOWNTOWN EVANSVILLE FARMERS MARKET,398
1002400,Downtown Farmers Market,399
1019032,Downtown Farmers Market,400
1019856,Downtown Farmers Market,401
1019216,"Downtown Farmers Market of Fort Pierce, Inc.",402
1012243,Downtown Fond du Lac Farmers Market - Saturday,403
1012256,Downtown Fond du Lac Farmers Market - Wednesday,404
1019654,Downtown Green Bay Saturday Farmers Market,405
1019341,Downtown Lawrenceburg Farmer's Market,406
1019083,DOWNTOWN LIMA FARMERS' MARKET,407
1009757,Downtown Madison Farmers Market,408
1018930,Downtown Marquette Farmers Market,409
1003977,Downtown Newport Farmers Market,410
1018621,Downtown Novato Community Farmers Market,411
1019721,Downtown Palo Alto Farmers' Market,412
1021716,Downtown Phoenix Farmers Market,413
1021411,Downtown Rogers Farmers Market,414
1005281,Downtown Santa Cruz Farmers' Market,415
1019525,Downtown Yakima Farmers Market,416
1019729,Dresden Farmers Market,417
1004676,Druid Hill Farmers' Market,418
1005358,Dublin,419
1005197,Dubuque Farmers Market,420
1019994,Duluth's Downtown Farmers' Market,421
1018953,Durango Farmers Market,422
1000312,Durham Farmers' Market,423
1009830,Durham Farmers' Market,424
1012345,Duvall Farmers Market,425
1019082,E. Center St. Farmers Market,426
1019870,Eagle Farmers Market,427
1021275,Eagle Springs Farmers Market,428
1018159,East Atlanta Village Farmers Market ,429
1021303,East Boston Farmers Market - Summer/Early Fall,430
1021414,East Boston Farmers On-line Market - Winter/Spring,431
1011673,East End Market,432
1019079,East Greenbush Library & YMCA Farmers Market,433
1020133,East Hollywood Certified Farmers' Market,434
1011113,East Nashville Farmers' Market ,435
1019510,East Orange Farmer's Market,436
1020172,East Palo Alto Community Farmers Market,437
1012717,East Point Farmers Market ,438
1019094,East Side Farmers' Market,439
1021300,East Vancouver Farmers Market,440
1019125,Eastgate Plaza Farmers Market,441
1021698,Easthampton Farmers' Market,442
1009867,Easton Farmers' Market,443
1019624,Eastside Sunday Market,444
1021710,Eat Drink RI Market at Blackbird Farm,445
1021228,Echo Park Farmers' Market,446
1012783,Edenton Farmers Market,447
1012160,Edmonds Museum Summer Market,448
1019118,Egg Harbor Farmers Market,449
1021652,El Cajon Farmers Market   Non-Certified,450
1021574,El Dorado Hills Town Center Certified Farmers Market,451
1019936,El Monte Farmers' Market,452
1012634,Eldora Farmers Market,453
1019921,Elgin Farmers' Market,454
1021587,Elkhart Farmers Market,455
1018900,Ellington Farmers Market,456
1018898,Ellington Winter Farmers' Market,457
1020112,Elliott County Farmers’ Market,458
1018717,Elm Street Market,459
1021207,Elmwood Bidwell Farmers' Market,460
1002657,Emmaus Farmers' Market,461
1002769,Empire Farmers Market,462
1019398,Empire Market,463
1012045,Encino Farmers Market,464
1018940,Engadine Area Farmers' Market,465
1019684,Enka-Candler Tailgate Market,466
1018765,Ennis Farmers Market,467
1019687,Enumclaw Plateau Farmers' Market,468
1006678,Espanola Farmers Market,469
1003568,Estacada Farmers Market,470
1020053,Etna Farmers Market,471
1019954,Eureka Springs Farmers Market,472
1010195,Evart Farmers Market,473
1005267,Ewa Beach Community Park (People's Open Market),474
1007798,Exeter Farmers’ Market,475
1019081,Fair Haven Market (hosted by The Vermont Farmers Market,476
1018622,Fairfax Community Farmers' Market,477
1019186,Fairfax Community Farmers' Market,478
1019049,Fairland Farmers Market,479
1018562,Fairwood Farmers' Market,480
1019457,Fallbrook Farmers' Market,481
1010889,Falls Park Farmers Market ,482
1019841,Farm to Fork Farmers Market at Normandy Farms,483
1021514,Farm to Fork Farmers' Market,484
1019499,Farm to Preschool Market: Mercy Cares for Kids,485
1019523,Farmers and Crafts Market of Las Cruces ,486
1018937,Farmers Branch Market,487
1019436,Farmers Fresh Market,488
1021666,Farmers Market - Covington,489
1021734,Farmers Market - Covington,490
1018131,Farmers Market at St. John's,491
1020104,Farmers Market at the Depot,492
1021388,Farmers Market at the Fairgrounds,493
1019705,Farmers Market North Scottsdale,494
1005069,Farmers Market of Bluffton,495
1021404,Farmers Market of Gravette,496
1021620,"Farmers Market of Madison, IN",497
1005159,Farmers Market of the Ozarks,498
1021538,Farmers Market Ogden,499
1021581,Farmers Market on Grand Parkway,500
1019993,Farmers Market on Green River,501
1020079,Farmers Market on the Square,502
1020080,Farmers Market on the Square,502
1021595,Farmers Market Partners,503
1019862,Farmers on the Square,504
1018427,Farmers' gateway Market,505
1016870,Farmers' Market at Hamakua Harvest,506
1021460,Fayette County Farmers Market,507
1019800,Fayette County Farmers' Market,508
1012627,Fearrington Farmers' Market,509
1002721,Felton Farmers' Market,510
1018973,Ferguson Farmers' Market,511
1021676,Ferndale Farmers Market,512
1021665,Fernley Poolside Farmers Market ,513
1020193,Ferry Plaza Farmers Market,514
1012308,Festival Farmers Market,515
1019771,Fibonacci's Mount Healthy Farmers Market,516
1018193,Fifth Street Farmers' Market,517
1020008,Fightingville Fresh,518
1019677,Firefly Farmers' Market,519
1004377,Fish Creek Settlement Shops Farm Market,520
1019914,Fisherman's Memorial Park Farmers Market,521
1019897,Fleming County Farmers’ Market,522
1020091,Floyd County Farmers Market,523
1020065,Floyd County Farmers Market (Floyds Knobs),524
1021453,Fondy Farmers Market,525
1019123,Food for Thought Summer Market,526
1000958,Forest farmers market,527
1021638,Forest Grove Farmers Market,528
1021504,Forest Hills Farmers Market,529
1002803,Forest Lakes Farmers Market,530
1018989,Fort Ben Farmers Market,531
1021680,Fort Smith Farmer's Market,532
1018505,Fort Sumner Farmers Market,533
1019101,Fox Lake Farmers Market,534
1002880,Frankenmuth Farmers Market,535
1019298,Franklin County Farmers Market,536
1019147,Franklin Farmers Market,537
1021654,Franklin Park Conservatory and Botanical Gardens Farmers' Market,538
1020092,Franklin Simpson Farmers' Market,539
1020007,Franklin Street Bazaar,540
1021565,Frankton Town Market,541
1012429,Freedom Farmers Market at the Carter Center,542
1018415,"Freeman Health System, West - Farmers Market",543
1021353,Freight House Farmers' Market,544
1019600,Freiheit Village Farmers Market,545
1019404,Fresh Approach Mobile Farmers' Market,546
1012466,Fresh2You Mobile Market,547
1018671,FRESHFARM Dupont Market,548
1011730,Friendswood Farmers Market,549
1021552,Ft. Thomas Farmers Market,550
1019762,Ft. Wayne's Farmers Market - Summer,551
1019285,Ft. Wayne's Farmers Market-Winter Market,552
1019998,Fulshear Farmers' Market,553
1018121,Fulton County Farmers Market,554
1019949,Fulton Stall Market - Indoor Farmers Market,555
1006661,Fulton Street Farmers Market,556
1021590,Fuquay-Varina Growers Market,557
1021444,Galena KS Farmer's Market,558
1021730,Galena KS Farmer's Market,559
1019630,Gallatin Farmers Market ,560
1011814,Galleria @ Tyler Riverside Farmers Market,561
1018970,Garden City Farmers Market,562
1018831,Gardner Farmers Market,563
1019728,Garfield Park Farmers Market,564
1021662,Garfield Park Neighborhood Market - Indoor Season,565
1020095,Garrard County Farmers Market,566
1019587,"Gas City, IN Farmers Market ",567
1021677,Gateway Farmers Market,568
1021416,General Store Market ,569
1012033,Georgetown Farmers Market,570
1019602,Get Moving Houston Farmers Market - Acres Homes,571
1019603,Get Moving Houston Farmers Market - Denver Harbor ,572
1019604,Get Moving Houston Farmers Market - Hiram Clarke ,573
1019605,Get Moving Houston Farmers Market - Magnolia,574
1019606,Get Moving Houston Farmers Market - Northeast,575
1019607,Get Moving Houston Farmers Market - Southwest,576
1019608,Get Moving Houston Farmers Market - Sunnyside,577
1021461,Gilbert Farmers Market,578
1021284,Gilmanton Community Farmers Market Association,579
1008573,Gladstone Farmers' Market,580
1002767,Glen Arbor Farmers Market,581
1005588,GLENCOE,582
1019710,Glens Falls Farmers Market Association,583
1019414,Glenwood Sunday Market,584
1021364,Goddard Memorial State Park Farmers Market,585
1020050,Good Local Markets White Rock Farmers Market,586
1019833,Goodhue Farmers Market,587
1021350,Gooding Farmer's Market,588
1021308,Gorgas Park Farmers' Market,589
1012253,Goshen Farmers Market,590
1021392,Grand Prairie Farmers Market,591
1005937,Grand Rapids Farmers' Market,592
1017947,Grandin Village Farmers Market,593
1021484,Grant Park Farmers Market ,594
1019989,Grass Roots Farmers Market,595
1009808,"Great Falls Farmers Market, Turners Falls",596
1021456,Greater Washington County Food Bank Farmers' Market,597
1006059,Greater Watertown-North Country Chamber of Commerce Farm & Craft Market,598
1021289,Greeley Farmers Market,599
1021319,Green City Market Lincoln Park,600
1021320,Green City Market West Loop,601
1004849,Green Market at Piedmont Park,602
1006997,Green Scene Walker Community Farmer's Market,603
1019805,Greenbelt Farmers Market,604
1019132,Greene Farmers Market,605
1018472,Gretna Farmers Market,606
1021382,Grinnell Farmers Market,607
1021536,Grove Farm Market,608
1019088,Grow Baton Rouge Farmers Market,609
1021247,Growing Augusta Pop-Up Market ,610
1018619,Guttenberg Farmers Market,611
1005265,Halawa District Park (People's Open Market),612
1001804,Halifax Market Place & Farmers Market,613
1021584,Hamilton Park Farmers Market,614
1019673,Hamilton's Historic Farmers Market,615
1018774,Hammond's Grandson's Produce,616
1019738,Hampden Farmers Market,617
1019209,Hampton Blvd Farmers Market,618
1001597,Hampton Farmers Market,619
1021583,Hana Farmers Market,620
1006425,Hanalei Farmers' Market at Hale Halawai 'Ohana O Hanalei,621
1019065,Hancock County Farmers' Market,622
1019148,Hanover Market House,623
1019533,HAPI Fresh Farmers' Market ,624
1019770,HAPI Fresh Farmers' Market ,624
1019154,Hardy’s Farm Market,625
1018380,Harker Heights Farmers Market,626
1021696,Harlingen Farmers Market,627
1021555,Harrison City Market,628
1020122,Harrison County Farmers Market - Saturday,629
1020125,Harrison County Farmers Market - Wednesday,630
1020107,Hart County Farmers Market,631
1011782,Hartford Farmers Market,632
1019383,Harvest Home 125th Street Market,633
1019373,Harvest Home Brower Park Market,634
1019374,Harvest Home Clinton Hill Market,635
1019366,Harvest Home Co-Op City Market,636
1019375,Harvest Home Coney Island Hospital Market,637
1019380,Harvest Home East Harlem Market,638
1019381,Harvest Home Harlem Hospital Market,639
1019377,Harvest Home Hunts Point Market,640
1019378,Harvest Home Jacobi Hospital Market,641
1019376,Harvest Home Kings County Hospital Market,642
1019382,Harvest Home Lenox Avenue Market,643
1002339,Harvest Home Metropolitan Hospital Market,644
1002335,Harvest Home Mt. Eden Market,645
1005332,Harvest Home North Central Bronx Market,646
1019379,Harvest Home St. Mary's Park Market,647
1002345,Harvest Home West Harlem Market,648
1009660,Hawaii Kai Park n Ride (People's Open Market),649
1018282,Haymaker Farmers' Market,650
1020044,Haymaker Farmers' Market,651
1021431,Healthway Park Farmers Market,652
1021671,Healthy New Albany Farmers Market,653
1021672,Healthy New Albany Indoor Farmers Market,653
1021211,Heathsville Farmers Market,654
1019786,Heber Market on Main,655
1019757,Helen Albert Certified Farmers' Market,656
1019192,Henderson County Tailgate Market,657
1019895,Henderson Farmers Market,658
1021286,Hendricks Farmers Market,659
1019802,Hereford Farm Market,660
1021282,Heritage Acres Drive-thru Market,661
1020174,Heritage Farmers' Market,662
1003684,Heritage Harvest Certified Farmers Market @Victoria ,663
1019234,Heritage Market,664
1006285,Hernando Farmers Market,665
1019486,Herndon Farmers Market ,666
1021355,Herriman Farmers Market,667
1020026,Hickory Point UMC Produce Market,668
1019224,High Desert Farmers Market,669
1019220,High Point Farmers Market,670
1012260,High Springs Farmers Market,671
1006831,Highland Farmers' Market,672
1021327,Highlands Ranch Farmers Market,673
1018951,Highway 7 Market,674
1019688,Hillsboro Farmers Market,675
1019959,Hillsboro Farmers' Markets - Downtown Hillsboro,676
1019962,Hillsboro Farmers' Markets - Orenco Station,677
1021249,Hillsdale Farmers' Market,678
1019669,Hinesville Farmers Market ,679
1008020,"Hingham Farmers Market, Inc.",680
1005076,Hinsdale Farmers Market,681
1019330,Historic Downtown Farmers Market,682
